"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
21690343,1506895189152,,,,,,,,0.02,0.1,1.0,-3.1,-0.5,-0.3,20,0,,,,,,,,,,,,,,,,,,
21690363,1506895189172,,,,,,,,0.02,0.11,1.01,-3.1,-0.5,-0.2,360,0,,,,,,,,,,,,,,,,,,
21690383,1506895189194,,,,,,,,0.02,0.1,1.02,-3.2,-0.3,-0.1,360,0,,,,,,,,,,,,,,,,,,
21690403,1506895189214,,,,,,,,0.01,0.09,1.01,-3.1,-0.6,0.0,360,0,,,,,,,,,,,,,,,,,,
21690425,1506895189236,0,223.4,,215.3,0,222.4,,0.02,0.11,1.02,-3.1,-0.7,-0.0,420,0,0,1,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7876,4.4783,83
21690444,1506895189255,,,,,,,,0.02,0.1,1.01,-3.0,-0.6,-0.2,540,0,,,,,,,,,,,,,,,,,,
21690464,1506895189275,,,,,,,,0.01,0.09,1.01,-3.0,-0.6,-0.3,540,0,,,,,,,,,,,,,,,,,,
21690484,1506895189295,,,,,,,,0.03,0.11,1.01,-3.0,-0.2,-0.1,640,0,,,,,,,,,,,,,,,,,,
21690504,1506895189315,,,,,,,,0.04,0.11,1.01,-2.9,-0.4,-0.2,760,0,,,,,,,,,,,,,,,,,,
21690526,1506895189337,,,,,1,,,0.02,0.09,0.99,-2.9,-0.2,-0.5,860,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7892,4.48,83
21690545,1506895189356,,,,,,,,-0.02,0.03,1.01,-2.9,0.5,-0.6,960,0,,,,,,,,,,,,,,,,,,
21690565,1506895189376,,,,,,,,-0.01,0.02,1.05,-3.0,0.8,-0.5,1020,0,,,,,,,,,,,,,,,,,,
21690585,1506895189394,,,,,,,,0.0,0.01,1.06,-3.1,0.0,-0.4,1060,2,,,,,,,,,,,,,,,,,,
21690605,1506895189414,,,,,,,,0.01,0.03,1.08,-3.2,-0.1,-0.6,1100,2,,,,,,,,,,,,,,,,,,
21690627,1506895189436,0,223.2,,215.7,4,222.2,,0.03,0.02,1.07,-3.1,-0.4,-0.7,1160,139860,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7909,4.4817,83
21690646,1506895189455,,,,,,,,0.03,0.04,1.02,-3.1,-0.2,-0.5,1260,0,,,,,,,,,,,,,,,,,,
21690666,1506895189475,,,,,,,,0.03,0.04,0.97,-3.1,0.0,-0.5,1300,0,,,,,,,,,,,,,,,,,,
21690686,1506895189495,,,,,,,,0.01,0.03,0.92,-3.1,0.3,-0.5,1320,0,,,,,,,,,,,,,,,,,,
21690706,1506895189515,,,,,,,,0.01,0.04,0.96,-3.2,0.6,-0.5,1420,0,,,,,,,,,,,,,,,,,,
21690728,1506895189537,,,,,12,,,0.01,0.05,0.99,-3.1,1.0,-0.5,1420,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7926,4.4833,83
21690747,1506895189556,,,,,,,,-0.0,0.06,0.99,-3.1,0.9,-0.4,1480,0,,,,,,,,,,,,,,,,,,
21690767,1506895189576,,,,,,,,0.0,0.06,0.98,-3.0,0.7,-0.3,1500,0,,,,,,,,,,,,,,,,,,
21690787,1506895189596,,,,,,,,0.0,0.06,0.98,-3.0,0.4,-0.3,1540,0,,,,,,,,,,,,,,,,,,
21690807,1506895189616,,,,,,,,0.01,0.06,0.98,-3.0,0.9,-0.2,1560,0,,,,,,,,,,,,,,,,,,
21690829,1506895189638,0,223.0,,215.6,15,222.3,,0.01,0.08,0.99,-3.0,0.9,-0.2,1580,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7942,4.485,83
21690848,1506895189657,,,,,,,,0.02,0.07,0.98,-3.0,0.6,-0.3,1600,0,,,,,,,,,,,,,,,,,,
21690868,1506895189677,,,,,,,,0.01,0.07,0.99,-3.0,0.7,-0.3,1580,0,,,,,,,,,,,,,,,,,,
21690888,1506895189697,,,,,,,,0.01,0.08,0.97,-3.0,0.4,-0.4,1600,0,,,,,,,,,,,,,,,,,,
21690908,1506895189717,,,,,,,,0.01,0.06,0.98,-3.0,0.3,-0.3,1620,0,,,,,,,,,,,,,,,,,,
21690930,1506895189739,,,,,17,,,0.01,0.07,0.98,-3.0,0.2,-0.2,1640,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7959,4.4867,83
21690949,1506895189758,,,,,,,,0.02,0.07,0.98,-3.0,0.2,-0.3,1620,0,,,,,,,,,,,,,,,,,,
21690969,1506895189778,,,,,,,,0.01,0.08,0.99,-3.0,0.0,-0.3,1620,0,,,,,,,,,,,,,,,,,,
21690989,1506895189797,,,,,,,,0.02,0.07,0.99,-3.0,0.3,-0.2,1600,0,,,,,,,,,,,,,,,,,,
21691009,1506895189817,,,,,,,,0.02,0.08,1.01,-3.0,0.1,-0.2,1600,0,,,,,,,,,,,,,,,,,,
21691031,1506895189839,0,223.5,3.6,216.0,22,222.8,13.5,0.01,0.09,1.01,-3.0,0.1,-0.2,1580,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7976,4.4883,83
21691050,1506895189858,,,,,,,,0.01,0.09,0.99,-3.0,0.4,-0.2,1560,0,,,,,,,,,,,,,,,,,,
21691070,1506895189878,,,,,,,,0.01,0.08,1.01,-3.0,0.1,-0.2,1560,0,,,,,,,,,,,,,,,,,,
21691090,1506895189900,,,,,,,,0.0,0.08,1.0,-2.9,0.4,-0.2,1540,0,,,,,,,,,,,,,,,,,,
21691110,1506895189920,,,,,,,,0.02,0.09,1.01,-2.9,0.4,-0.2,1520,0,,,,,,,,,,,,,,,,,,
21691132,1506895189942,,,,,23,,,0.01,0.1,1.0,-3.0,0.1,-0.2,1500,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.7993,4.49,83
21691151,1506895189961,,,,,,,,0.01,0.09,1.0,-3.0,0.3,-0.2,1500,0,,,,,,,,,,,,,,,,,,
21691171,1506895189981,,,,,,,,0.01,0.09,1.01,-3.0,-0.0,-0.1,1460,0,,,,,,,,,,,,,,,,,,
21691191,1506895189991,,,,,,,,0.01,0.09,1.0,-3.0,-0.1,-0.2,1460,0,,,,,,,,,,,,,,,,,,
21691211,1506895190011,,,,,,,,0.01,0.09,0.99,-3.0,-0.2,-0.2,1440,0,,,,,,,,,,,,,,,,,,
21691233,1506895190033,0,222.9,,215.4,19,222.0,,0.01,0.09,0.99,-3.0,-0.2,-0.2,1420,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8009,4.4917,83
21691252,1506895190052,,,,,,,,0.02,0.09,0.99,-3.0,-0.3,-0.2,1380,0,,,,,,,,,,,,,,,,,,
21691272,1506895190072,,,,,,,,0.02,0.09,0.99,-3.0,-0.3,-0.2,1360,0,,,,,,,,,,,,,,,,,,
21691292,1506895190098,,,,,,,,0.02,0.1,0.99,-3.1,-0.2,-0.2,1360,0,,,,,,,,,,,,,,,,,,
21691312,1506895190118,,,,,,,,0.02,0.11,0.98,-3.1,-0.3,-0.1,1320,0,,,,,,,,,,,,,,,,,,
21691334,1506895190140,,,,,18,,,0.02,0.1,0.98,-3.1,-0.3,-0.1,1300,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8026,4.4933,83
21691353,1506895190159,,,,,,,,0.02,0.1,0.98,-3.1,-0.2,-0.1,1280,0,,,,,,,,,,,,,,,,,,
21691373,1506895190179,,,,,,,,0.01,0.11,0.97,-3.1,-0.3,-0.2,1260,0,,,,,,,,,,,,,,,,,,
21691393,1506895190203,,,,,,,,0.02,0.11,0.97,-3.2,-0.4,-0.2,1240,0,,,,,,,,,,,,,,,,,,
21691413,1506895190223,,,,,,,,0.02,0.1,0.98,-3.2,-0.3,-0.2,1220,0,,,,,,,,,,,,,,,,,,
21691435,1506895190245,0,224.0,,215.0,19,221.4,,0.01,0.09,0.97,-3.1,-0.2,-0.2,1200,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8042,4.495,83
21691454,1506895190264,,,,,,,,0.01,0.09,0.97,-3.1,-0.3,-0.2,1200,0,,,,,,,,,,,,,,,,,,
21691474,1506895190284,,,,,,,,0.02,0.09,0.98,-3.1,-0.3,-0.2,1160,0,,,,,,,,,,,,,,,,,,
21691494,1506895190304,,,,,,,,0.02,0.1,0.99,-3.1,-0.3,-0.2,1120,0,,,,,,,,,,,,,,,,,,
21691514,1506895190324,,,,,,,,0.02,0.1,0.98,-3.1,-0.3,-0.2,1120,0,,,,,,,,,,,,,,,,,,
21691536,1506895190346,,,,,15,,,0.02,0.09,0.98,-3.1,-0.3,-0.1,1100,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8059,4.4967,83
21691555,1506895190365,,,,,,,,0.02,0.09,0.98,-3.1,-0.3,-0.2,1080,0,,,,,,,,,,,,,,,,,,
21691575,1506895190385,,,,,,,,0.02,0.09,0.98,-3.1,-0.3,-0.2,1060,0,,,,,,,,,,,,,,,,,,
21691595,1506895190405,,,,,,,,0.02,0.09,0.97,-3.1,-0.3,-0.2,1040,0,,,,,,,,,,,,,,,,,,
21691615,1506895190425,,,,,,,,0.02,0.1,0.97,-3.1,-0.3,-0.3,1020,0,,,,,,,,,,,,,,,,,,
21691637,1506895190447,0,223.2,,215.4,14,221.8,,0.02,0.1,0.96,-3.1,-0.4,-0.3,1000,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8076,4.4983,83
21691656,1506895190466,,,,,,,,0.02,0.1,0.97,-3.1,-0.3,-0.3,980,0,,,,,,,,,,,,,,,,,,
21691676,1506895190486,,,,,,,,0.02,0.1,0.97,-3.0,-0.2,-0.3,980,0,,,,,,,,,,,,,,,,,,
21691696,1506895190506,,,,,,,,0.02,0.1,0.97,-3.0,-0.2,-0.3,920,0,,,,,,,,,,,,,,,,,,
21691716,1506895190526,,,,,,,,0.02,0.1,0.96,-3.0,-0.2,-0.3,940,0,,,,,,,,,,,,,,,,,,
21691738,1506895190548,,,,,12,,,0.03,0.1,0.95,-3.0,-0.2,-0.2,900,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8092,4.5,83
21691757,1506895190567,,,,,,,,0.03,0.1,0.95,-3.0,-0.3,-0.2,900,0,,,,,,,,,,,,,,,,,,
21691777,1506895190587,,,,,,,,0.02,0.1,0.95,-3.0,-0.3,-0.2,880,0,,,,,,,,,,,,,,,,,,
21691797,1506895190607,,,,,,,,0.02,0.1,0.96,-3.0,-0.4,-0.2,860,0,,,,,,,,,,,,,,,,,,
21691817,1506895190627,,,,,,,,0.02,0.09,0.96,-3.0,-0.4,-0.2,840,0,,,,,,,,,,,,,,,,,,
21691839,1506895190649,0,224.0,,215.2,11,221.4,,0.03,0.1,0.96,-3.0,-0.3,-0.2,840,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8109,4.5017,83
21691858,1506895190668,,,,,,,,0.03,0.1,0.96,-3.0,-0.4,-0.2,820,0,,,,,,,,,,,,,,,,,,
21691878,1506895190688,,,,,,,,0.02,0.09,0.96,-3.0,-0.4,-0.2,800,0,,,,,,,,,,,,,,,,,,
21691898,1506895190708,,,,,,,,0.02,0.1,0.97,-3.0,-0.3,-0.2,780,0,,,,,,,,,,,,,,,,,,
21691918,1506895190728,,,,,,,,0.02,0.09,0.97,-3.0,-0.3,-0.2,760,0,,,,,,,,,,,,,,,,,,
21691940,1506895190750,,,,,9,,,0.02,0.09,0.96,-3.0,-0.3,-0.2,760,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8126,4.5033,83
21691959,1506895190769,,,,,,,,0.02,0.09,0.96,-3.0,-0.3,-0.2,740,0,,,,,,,,,,,,,,,,,,
21691979,1506895190789,,,,,,,,0.02,0.09,0.97,-3.0,-0.4,-0.2,760,0,,,,,,,,,,,,,,,,,,
21691999,1506895190808,,,,,,,,0.01,0.1,0.97,-3.0,-0.3,-0.2,720,0,,,,,,,,,,,,,,,,,,
21692019,1506895190828,,,,,,,,0.01,0.09,0.97,-3.0,-0.2,-0.2,720,0,,,,,,,,,,,,,,,,,,
21692041,1506895190850,0,223.6,3.0,215.9,9,221.8,13.1,0.02,0.1,0.97,-3.0,-0.1,-0.2,720,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8142,4.505,83
21692060,1506895190869,,,,,,,,0.02,0.1,0.97,-3.0,-0.1,-0.2,700,0,,,,,,,,,,,,,,,,,,
21692080,1506895190889,,,,,,,,0.02,0.11,0.97,-3.0,-0.3,-0.2,680,0,,,,,,,,,,,,,,,,,,
21692100,1506895190905,,,,,,,,0.01,0.12,0.98,-3.0,-0.4,-0.2,680,0,,,,,,,,,,,,,,,,,,
21692120,1506895190925,,,,,,,,0.02,0.12,0.97,-3.1,-0.4,-0.1,660,0,,,,,,,,,,,,,,,,,,
21692142,1506895190947,,,,,8,,,0.02,0.12,0.97,-3.1,-0.4,-0.1,660,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8159,4.5067,83
21692161,1506895190966,,,,,,,,0.02,0.12,0.97,-3.1,-0.4,-0.1,660,0,,,,,,,,,,,,,,,,,,
21692181,1506895190986,,,,,,,,0.02,0.12,0.96,-3.0,-0.4,-0.1,640,0,,,,,,,,,,,,,,,,,,
21692201,1506895191002,,,,,,,,0.02,0.11,0.96,-3.0,-0.3,-0.2,640,0,,,,,,,,,,,,,,,,,,
21692221,1506895191022,,,,,,,,0.02,0.11,0.97,-3.0,-0.2,-0.2,640,0,,,,,,,,,,,,,,,,,,
21692243,1506895191044,0,223.3,,215.6,7,221.8,,0.03,0.11,0.96,-3.1,-0.2,-0.1,620,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8176,4.5083,83
21692262,1506895191063,,,,,,,,0.02,0.1,0.97,-3.0,-0.2,-0.2,620,0,,,,,,,,,,,,,,,,,,
21692282,1506895191093,,,,,,,,0.03,0.1,0.97,-3.1,-0.2,-0.2,620,0,,,,,,,,,,,,,,,,,,
21692302,1506895191113,,,,,,,,0.03,0.1,0.96,-3.1,-0.2,-0.2,620,0,,,,,,,,,,,,,,,,,,
21692322,1506895191133,,,,,,,,0.03,0.1,0.97,-3.1,-0.1,-0.2,620,0,,,,,,,,,,,,,,,,,,
21692344,1506895191155,,,,,6,,,0.03,0.11,0.97,-3.2,-0.2,-0.1,600,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8193,4.51,83
21692363,1506895191174,,,,,,,,0.02,0.11,0.97,-3.2,-0.3,-0.1,620,0,,,,,,,,,,,,,,,,,,
21692383,1506895191194,,,,,,,,0.02,0.1,0.97,-3.2,-0.4,-0.1,620,0,,,,,,,,,,,,,,,,,,
21692403,1506895191214,,,,,,,,0.02,0.11,0.96,-3.2,-0.4,-0.1,600,0,,,,,,,,,,,,,,,,,,
21692423,1506895191234,,,,,,,,0.02,0.1,0.97,-3.2,-0.3,-0.2,600,0,,,,,,,,,,,,,,,,,,
21692445,1506895191256,0,223.7,,215.4,7,221.4,,0.03,0.11,0.97,-3.2,-0.2,-0.1,600,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.3,82,2.4667,0,0.0,6.8209,4.5117,83
21692464,1506895191275,,,,,,,,0.03,0.11,0.96,-3.2,-0.3,-0.1,600,0,,,,,,,,,,,,,,,,,,
21692484,1506895191295,,,,,,,,0.03,0.11,0.96,-3.1,-0.4,-0.1,600,0,,,,,,,,,,,,,,,,,,
21692504,1506895191315,,,,,,,,0.03,0.11,0.96,-3.2,-0.4,-0.1,600,0,,,,,,,,,,,,,,,,,,
21692524,1506895191335,,,,,,,,0.02,0.1,0.96,-3.1,-0.4,-0.2,600,0,,,,,,,,,,,,,,,,,,
21692546,1506895191357,,,,,7,,,0.02,0.1,0.97,-3.1,-0.2,-0.1,600,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8226,4.5133,83
21692565,1506895191376,,,,,,,,0.03,0.11,0.96,-3.1,-0.2,-0.0,600,0,,,,,,,,,,,,,,,,,,
21692585,1506895191396,,,,,,,,0.03,0.1,0.96,-3.1,-0.2,-0.1,600,0,,,,,,,,,,,,,,,,,,
21692605,1506895191416,,,,,,,,0.03,0.11,0.97,-3.2,-0.2,-0.0,600,0,,,,,,,,,,,,,,,,,,
21692625,1506895191436,,,,,,,,0.03,0.1,0.97,-3.1,-0.3,-0.1,620,0,,,,,,,,,,,,,,,,,,
21692647,1506895191458,0,223.7,,215.3,7,221.4,,0.02,0.1,0.97,-3.2,-0.2,-0.0,620,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8243,4.515,83
21692666,1506895191477,,,,,,,,0.02,0.1,0.97,-3.2,-0.2,0.0,620,0,,,,,,,,,,,,,,,,,,
21692686,1506895191497,,,,,,,,0.02,0.1,0.97,-3.2,-0.2,-0.0,640,0,,,,,,,,,,,,,,,,,,
21692706,1506895191517,,,,,,,,0.02,0.1,0.98,-3.2,-0.1,-0.0,640,0,,,,,,,,,,,,,,,,,,
21692726,1506895191537,,,,,,,,0.03,0.11,0.97,-3.2,-0.0,-0.0,640,0,,,,,,,,,,,,,,,,,,
21692748,1506895191559,,,,,7,,,0.03,0.11,0.98,-3.2,-0.0,-0.1,640,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8259,4.5167,83
21692767,1506895191578,,,,,,,,0.03,0.11,0.97,-3.3,0.1,-0.1,640,0,,,,,,,,,,,,,,,,,,
21692787,1506895191598,,,,,,,,0.03,0.11,0.97,-3.3,-0.0,-0.0,660,0,,,,,,,,,,,,,,,,,,
21692807,1506895191618,,,,,,,,0.03,0.1,0.97,-3.3,-0.0,-0.2,660,0,,,,,,,,,,,,,,,,,,
21692827,1506895191638,,,,,,,,0.04,0.1,0.97,-3.3,0.1,-0.1,660,0,,,,,,,,,,,,,,,,,,
21692849,1506895191660,0,223.2,,216.5,8,222.2,,0.04,0.11,0.96,-3.3,0.1,0.0,680,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8276,4.5183,83
21692868,1506895191679,,,,,,,,0.03,0.1,0.97,-3.3,0.1,-0.0,700,0,,,,,,,,,,,,,,,,,,
21692888,1506895191699,,,,,,,,0.03,0.11,0.97,-3.3,0.1,-0.1,700,0,,,,,,,,,,,,,,,,,,
21692908,1506895191719,,,,,,,,0.04,0.12,0.98,-3.3,0.1,-0.0,700,0,,,,,,,,,,,,,,,,,,
21692928,1506895191739,,,,,,,,0.04,0.12,0.98,-3.2,0.1,-0.0,700,0,,,,,,,,,,,,,,,,,,
21692950,1506895191761,,,,,8,,,0.03,0.11,0.98,-3.2,0.1,-0.2,720,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8292,4.52,83
21692969,1506895191780,,,,,,,,0.03,0.1,0.98,-3.2,0.0,-0.2,720,0,,,,,,,,,,,,,,,,,,
21692989,1506895191799,,,,,,,,0.03,0.11,0.99,-3.2,0.1,-0.0,740,0,,,,,,,,,,,,,,,,,,
21693009,1506895191819,,,,,,,,0.03,0.11,0.98,-3.2,0.1,0.0,740,0,,,,,,,,,,,,,,,,,,
21693029,1506895191839,,,,,,,,0.03,0.12,0.98,-3.2,0.0,-0.2,760,0,,,,,,,,,,,,,,,,,,
21693051,1506895191861,0,223.1,2.5,216.0,8,221.5,13.25,0.03,0.1,0.97,-3.3,0.0,-0.2,760,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8309,4.5217,83
21693070,1506895191880,,,,,,,,0.03,0.11,0.98,-3.3,0.1,-0.0,740,0,,,,,,,,,,,,,,,,,,
21693090,1506895191900,,,,,,,,0.03,0.11,0.98,-3.3,-0.1,0.1,760,0,,,,,,,,,,,,,,,,,,
21693110,1506895191920,,,,,,,,0.03,0.11,0.98,-3.2,-0.3,-0.1,760,0,,,,,,,,,,,,,,,,,,
21693130,1506895191940,,,,,,,,0.03,0.11,0.99,-3.2,-0.0,-0.2,760,0,,,,,,,,,,,,,,,,,,
21693152,1506895191962,,,,,9,,,0.03,0.11,0.98,-3.3,-0.1,-0.0,780,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8326,4.5233,83
21693171,1506895191981,,,,,,,,0.03,0.11,0.99,-3.3,-0.1,0.1,800,0,,,,,,,,,,,,,,,,,,
21693191,1506895191993,,,,,,,,0.04,0.11,1.0,-3.3,-0.0,0.1,820,0,,,,,,,,,,,,,,,,,,
21693211,1506895192013,,,,,,,,0.03,0.1,0.98,-3.1,-0.1,-0.0,800,0,,,,,,,,,,,,,,,,,,
21693231,1506895192033,,,,,,,,0.03,0.11,0.98,-3.1,-0.1,-0.2,820,0,,,,,,,,,,,,,,,,,,
21693253,1506895192055,0,223.1,,216.1,9,221.7,,0.03,0.09,0.98,-3.1,-0.0,-0.1,820,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8342,4.525,83
21693272,1506895192074,,,,,,,,0.03,0.1,0.98,-3.1,0.0,0.0,800,0,,,,,,,,,,,,,,,,,,
21693292,1506895192102,,,,,,,,0.03,0.11,0.98,-3.1,-0.1,0.1,840,0,,,,,,,,,,,,,,,,,,
21693312,1506895192122,,,,,,,,0.03,0.12,0.98,-3.1,-0.0,0.2,840,0,,,,,,,,,,,,,,,,,,
21693332,1506895192142,,,,,,,,0.03,0.11,0.98,-3.0,-0.2,0.0,820,0,,,,,,,,,,,,,,,,,,
21693354,1506895192164,,,,,9,,,0.03,0.11,0.98,-3.0,-0.3,-0.2,840,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8359,4.5267,83
21693373,1506895192183,,,,,,,,0.03,0.11,0.97,-3.0,-0.2,-0.2,840,0,,,,,,,,,,,,,,,,,,
21693393,1506895192203,,,,,,,,0.03,0.11,0.96,-3.0,-0.1,-0.1,840,0,,,,,,,,,,,,,,,,,,
21693413,1506895192223,,,,,,,,0.03,0.1,0.97,-3.1,-0.2,0.0,840,0,,,,,,,,,,,,,,,,,,
21693433,1506895192243,,,,,,,,0.03,0.11,0.98,-3.1,-0.2,0.1,860,0,,,,,,,,,,,,,,,,,,
21693455,1506895192265,0,223.6,,216.6,11,222.2,,0.03,0.13,0.98,-3.1,-0.2,0.0,860,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8376,4.5283,83
21693474,1506895192284,,,,,,,,0.03,0.13,0.98,-3.1,-0.2,-0.1,860,0,,,,,,,,,,,,,,,,,,
21693494,1506895192304,,,,,,,,0.03,0.12,0.97,-3.1,-0.3,-0.2,860,0,,,,,,,,,,,,,,,,,,
21693514,1506895192324,,,,,,,,0.02,0.1,0.97,-3.2,-0.3,-0.2,860,0,,,,,,,,,,,,,,,,,,
21693534,1506895192344,,,,,,,,0.02,0.1,0.97,-3.1,-0.0,-0.2,860,0,,,,,,,,,,,,,,,,,,
21693556,1506895192366,,,,,10,,,0.02,0.1,0.97,-3.1,-0.2,-0.1,860,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8393,4.53,83
21693575,1506895192385,,,,,,,,0.02,0.11,0.98,-3.1,-0.3,0.0,860,0,,,,,,,,,,,,,,,,,,
21693595,1506895192405,,,,,,,,0.02,0.12,0.98,-3.1,-0.2,0.1,860,0,,,,,,,,,,,,,,,,,,
21693615,1506895192425,,,,,,,,0.03,0.13,0.99,-3.1,-0.1,0.1,860,0,,,,,,,,,,,,,,,,,,
21693635,1506895192445,,,,,,,,0.03,0.12,0.98,-3.1,-0.2,0.0,860,0,,,,,,,,,,,,,,,,,,
21693657,1506895192467,0,223.5,,216.6,11,222.2,,0.02,0.12,0.97,-3.0,-0.4,-0.1,860,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8409,4.5317,83
21693676,1506895192486,,,,,,,,0.02,0.12,0.96,-3.0,-0.4,-0.2,860,0,,,,,,,,,,,,,,,,,,
21693696,1506895192506,,,,,,,,0.01,0.1,0.96,-3.0,-0.2,-0.3,860,0,,,,,,,,,,,,,,,,,,
21693716,1506895192526,,,,,,,,0.02,0.11,0.96,-3.0,-0.1,-0.2,860,0,,,,,,,,,,,,,,,,,,
21693736,1506895192546,,,,,,,,0.02,0.1,0.97,-3.1,-0.1,-0.1,860,0,,,,,,,,,,,,,,,,,,
21693758,1506895192568,,,,,11,,,0.02,0.11,0.98,-3.1,-0.1,0.0,860,0,0,0,0.0,35.48951,-119.544029,0.0,2.784,239.5,11,3,1.5,82,2.4667,0,0.0,6.8426,4.5333,83
21693777,1506895192587,,,,,,,,0.02,0.12,0.99,-3.1,-0.0,0.0,860,0,,,,,,,,,,,,,,,,,,
21693797,1506895192607,,,,,,,,0.03,0.13,0.98,-3.1,0.0,0.0,860,0,,,,,,,,,,,,,,,,,,
21693817,1506895192627,,,,,,,,0.02,0.13,0.98,-3.1,-0.2,-0.0,860,0,,,,,,,,,,,,,,,,,,
21693837,1506895192647,,,,,,,,0.02,0.12,0.98,-3.1,-0.3,-0.1,860,0,,,,,,,,,,,,,,,,,,
