"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42853,1506819736712,,,,,,,,0.03,0.05,1.0,-3.1,-0.8,-0.1,0,0,,,,,,,,,,,,,,,,,,,
42873,1506819736732,0,142.3,,168.1,0,162.7,,0.03,0.05,1.0,-3.1,-0.8,-0.1,0,0,1,1,0.0,0,35.489861,-119.546089,0.0,0.0,274.6,10,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
42893,1506819736752,,,,,,,,0.03,0.05,1.0,-3.1,-0.8,-0.1,0,0,,,,,,,,,,,,,,,,,,,
42913,1506819736772,,,,,,,,0.03,0.05,1.0,-3.1,-0.8,-0.1,0,0,,,,,,,,,,,,,,,,,,,
42933,1506819736792,,,,,,,,0.03,0.05,1.0,-3.1,-0.7,-0.1,0,0,,,,,,,,,,,,,,,,,,,
42953,1506819736812,,,,,,,,0.03,0.05,1.0,-3.1,-0.7,-0.1,0,0,,,,,,,,,,,,,,,,,,,
42973,1506819736832,,,,,0,,,0.03,0.05,1.0,-3.0,-0.7,-0.1,0,0,1,1,0.0,0,35.489861,-119.546089,0.0,0.0,274.6,10,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
42993,1506819736852,,,,,,,,0.03,0.05,1.0,-3.0,-0.7,-0.1,0,0,,,,,,,,,,,,,,,,,,,
43013,1506819736872,,,,,,,,0.03,0.05,1.0,-3.1,-0.8,-0.1,0,0,,,,,,,,,,,,,,,,,,,
