"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36210,1506920017778,,,,,,,,-0.02,0.06,0.93,-3.2,2.0,-0.7,800,71,,,,,,,,,,,,,,,,,,
36230,1506920017798,,,,,,,,-0.04,0.05,0.9,-3.1,1.9,-0.8,820,68,,,,,,,,,,,,,,,,,,
36250,1506920017818,,,,,,,,-0.04,0.06,0.9,-3.1,1.9,-0.8,820,68,,,,,,,,,,,,,,,,,,
36270,1506920017838,0,57.5,,55.2,63,58.4,,-0.05,0.06,0.9,-3.1,1.7,-0.8,780,69,0,1,0.0,37.478924,-122.203918,0.0,0.0,54.4,4,3,0.6,0,0.0,-1,0.0,0.0,0.0,0
36290,1506920017826,,,,,,,,-0.06,0.07,0.9,-3.0,1.6,-0.6,800,69,,,,,,,,,,,,,,,,,,
36310,1506920017846,,,,,,,,-0.07,0.07,0.91,-3.0,1.3,-0.7,780,68,,,,,,,,,,,,,,,,,,
36330,1506920017866,,,,,,,,-0.08,0.07,0.91,-3.0,1.1,-0.8,780,63,,,,,,,,,,,,,,,,,,
36350,1506920017886,,,,,,,,-0.09,0.07,0.89,-3.0,0.8,-0.9,780,63,,,,,,,,,,,,,,,,,,
36370,1506920017906,,,,,64,,,-0.09,0.07,0.88,-3.0,0.6,-0.9,760,60,0,1,0.0,37.478912,-122.203903,0.0,0.0,51.5,5,3,2.1,0,0.0,-1,0.0,0.0,0.0,0
36390,1506920017926,,,,,,,,-0.1,0.07,0.89,-3.0,0.5,-0.9,780,60,,,,,,,,,,,,,,,,,,
36410,1506920017933,,,,,,,,-0.11,0.07,0.89,-3.1,0.1,-1.1,740,62,,,,,,,,,,,,,,,,,,
36430,1506920017953,,,,,,,,-0.11,0.07,0.88,-3.1,0.2,-1.2,740,62,,,,,,,,,,,,,,,,,,
36450,1506920017973,,,,,,,,-0.1,0.08,0.89,-3.1,-0.1,-1.2,740,62,,,,,,,,,,,,,,,,,,
36470,1506920018037,0,58.2,,58.0,61,59.2,,-0.11,0.09,0.88,-3.0,-0.3,-1.1,740,58,0,1,0.0,37.478863,-122.203896,1.1,0.0,47.8,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36490,1506920018057,,,,,,,,-0.1,0.08,0.88,-3.0,-0.4,-1.2,740,57,,,,,,,,,,,,,,,,,,
36510,1506920018077,,,,,,,,-0.1,0.08,0.88,-3.0,-0.2,-1.3,740,57,,,,,,,,,,,,,,,,,,
36530,1506920018097,,,,,,,,-0.09,0.08,0.88,-2.9,-0.2,-1.3,740,55,,,,,,,,,,,,,,,,,,
36550,1506920018117,,,,,,,,-0.09,0.09,0.86,-2.9,-0.1,-1.2,760,54,,,,,,,,,,,,,,,,,,
36570,1506920018137,,,,,62,,,-0.1,0.08,0.88,-2.9,-0.1,-1.2,720,52,0,1,0.0,37.478748,-122.203857,1.21,0.0,39.4,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36590,1506920018157,,,,,,,,-0.09,0.08,0.87,-2.8,-0.1,-1.2,720,52,,,,,,,,,,,,,,,,,,
36610,1506920018177,,,,,,,,-0.09,0.08,0.88,-2.9,-0.1,-1.2,720,52,,,,,,,,,,,,,,,,,,
36630,1506920018197,,,,,,,,-0.09,0.09,0.88,-2.9,0.0,-1.2,720,51,,,,,,,,,,,,,,,,,,
36650,1506920018217,,,,,,,,-0.09,0.08,0.88,-2.9,-0.0,-1.2,720,51,,,,,,,,,,,,,,,,,,
36670,1506920018237,0,55.3,,55.2,58,55.9,,-0.09,0.08,0.88,-2.9,0.1,-1.1,720,49,0,1,0.0,37.478683,-122.203842,1.06,0.0,36.9,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36690,1506920018257,,,,,,,,-0.09,0.08,0.88,-2.9,-0.0,-1.0,720,48,,,,,,,,,,,,,,,,,,
36710,1506920018277,,,,,,,,-0.09,0.08,0.87,-2.9,-0.1,-0.9,740,48,,,,,,,,,,,,,,,,,,
36730,1506920018297,,,,,,,,-0.09,0.08,0.88,-2.9,-0.2,-1.0,740,48,,,,,,,,,,,,,,,,,,
36750,1506920018317,,,,,,,,-0.1,0.08,0.88,-3.0,-0.3,-1.0,700,48,,,,,,,,,,,,,,,,,,
36770,1506920018335,,,,,56,,,-0.09,0.08,0.88,-3.0,-0.4,-0.9,720,46,0,1,0.0,37.47868,-122.203842,0.98,0.0,37.0,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36790,1506920018355,,,,,,,,-0.09,0.08,0.89,-3.0,-0.3,-1.0,700,46,,,,,,,,,,,,,,,,,,
36810,1506920018375,,,,,,,,-0.09,0.08,0.89,-2.9,-0.2,-1.0,700,46,,,,,,,,,,,,,,,,,,
36830,1506920018395,,,,,,,,-0.09,0.09,0.88,-3.0,-0.3,-1.0,720,45,,,,,,,,,,,,,,,,,,
36850,1506920018415,,,,,,,,-0.09,0.09,0.88,-2.9,-0.4,-0.9,720,45,,,,,,,,,,,,,,,,,,
36870,1506920018433,0,58.1,,54.4,56,57.2,,-0.09,0.08,0.89,-2.9,-0.4,-1.0,740,45,0,1,0.0,37.478676,-122.203842,0.0,0.0,37.0,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36890,1506920018453,,,,,,,,-0.09,0.08,0.89,-2.9,-0.4,-1.1,740,45,,,,,,,,,,,,,,,,,,
36910,1506920018473,,,,,,,,-0.09,0.09,0.88,-2.9,-0.4,-1.1,700,43,,,,,,,,,,,,,,,,,,
36930,1506920018493,,,,,,,,-0.09,0.08,0.88,-2.9,-0.5,-1.2,720,42,,,,,,,,,,,,,,,,,,
36950,1506920018513,,,,,,,,-0.1,0.07,0.89,-2.9,-0.5,-1.3,720,42,,,,,,,,,,,,,,,,,,
36970,1506920018533,,,,,55,,,-0.1,0.07,0.89,-2.9,-0.4,-1.3,700,40,0,1,0.0,37.478672,-122.203842,1.16,0.0,36.9,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36990,1506920018553,,,,,,,,-0.09,0.08,0.88,-2.9,-0.4,-1.2,720,40,,,,,,,,,,,,,,,,,,
37010,1506920018573,,,,,,,,-0.1,0.07,0.88,-2.9,-0.5,-1.2,720,38,,,,,,,,,,,,,,,,,,
37030,1506920018593,,,,,,,,-0.1,0.06,0.87,-2.9,-0.5,-1.3,720,38,,,,,,,,,,,,,,,,,,
37050,1506920018613,,,,,,,,-0.09,0.07,0.87,-2.9,-0.5,-1.2,740,37,,,,,,,,,,,,,,,,,,
37070,1506920018633,0,55.6,-0.3,55.8,56,56.7,14.91,-0.09,0.07,0.87,-2.9,-0.5,-1.1,720,37,0,1,0.0,37.478672,-122.203842,0.0,0.0,36.9,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
37090,1506920018653,,,,,,,,-0.1,0.07,0.88,-2.9,-0.6,-1.2,740,37,,,,,,,,,,,,,,,,,,
37110,1506920018673,,,,,,,,-0.09,0.08,0.87,-3.0,-0.6,-1.2,740,35,,,,,,,,,,,,,,,,,,
37130,1506920018693,,,,,,,,-0.09,0.08,0.87,-3.0,-0.6,-1.1,700,35,,,,,,,,,,,,,,,,,,
37150,1506920018713,,,,,,,,-0.09,0.09,0.87,-2.9,-0.5,-1.1,740,34,,,,,,,,,,,,,,,,,,
37170,1506920018737,,,,,56,,,-0.09,0.07,0.88,-2.9,-0.8,-1.2,740,34,0,1,0.0,37.478672,-122.203842,0.0,0.0,36.9,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
37190,1506920018757,,,,,,,,-0.1,0.07,0.88,-3.0,-0.7,-1.3,740,32,,,,,,,,,,,,,,,,,,
37210,1506920018777,,,,,,,,-0.1,0.07,0.89,-3.0,-0.8,-1.2,740,32,,,,,,,,,,,,,,,,,,
37230,1506920018797,,,,,,,,-0.1,0.06,0.89,-3.0,-0.8,-1.2,720,32,,,,,,,,,,,,,,,,,,
37250,1506920018817,,,,,,,,-0.11,0.05,0.9,-2.9,-0.7,-1.3,740,31,,,,,,,,,,,,,,,,,,
37270,1506920018837,0,59.3,,57.7,56,59.3,,-0.1,0.05,0.89,-3.0,-0.7,-1.2,740,31,0,1,0.0,37.478672,-122.203842,0.0,0.0,36.9,5,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
37290,1506920018857,,,,,,,,-0.1,0.06,0.89,-3.0,-0.8,-1.2,720,29,,,,,,,,,,,,,,,,,,
37310,1506920018877,,,,,,,,-0.1,0.06,0.88,-3.0,-0.9,-1.1,740,29,,,,,,,,,,,,,,,,,,
37330,1506920018897,,,,,,,,-0.11,0.05,0.88,-3.0,-1.1,-1.3,740,29,,,,,,,,,,,,,,,,,,
37350,1506920018826,,,,,,,,-0.11,0.05,0.87,-3.0,-1.0,-1.3,740,28,,,,,,,,,,,,,,,,,,
37370,1506920018928,,,,,57,,,-0.11,0.05,0.88,-3.0,-1.1,-1.2,760,28,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37390,1506920018948,,,,,,,,-0.11,0.05,0.89,-3.0,-0.9,-1.1,740,28,,,,,,,,,,,,,,,,,,
37410,1506920018968,,,,,,,,-0.1,0.05,0.89,-3.0,-0.9,-1.2,760,26,,,,,,,,,,,,,,,,,,
37430,1506920018988,,,,,,,,-0.1,0.06,0.88,-3.0,-0.8,-1.2,760,26,,,,,,,,,,,,,,,,,,
37450,1506920019008,,,,,,,,-0.09,0.07,0.88,-3.0,-1.0,-1.1,740,26,,,,,,,,,,,,,,,,,,
37470,1506920019036,0,56.1,,54.3,58,55.9,,-0.09,0.06,0.87,-2.9,-0.9,-1.0,760,25,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37490,1506920019056,,,,,,,,-0.09,0.06,0.89,-2.9,-1.1,-1.2,760,25,,,,,,,,,,,,,,,,,,
37510,1506920019076,,,,,,,,-0.09,0.06,0.89,-3.0,-1.1,-1.2,760,25,,,,,,,,,,,,,,,,,,
37530,1506920019096,,,,,,,,-0.08,0.07,0.9,-3.0,-1.2,-1.2,760,25,,,,,,,,,,,,,,,,,,
37550,1506920019116,,,,,,,,-0.09,0.07,0.89,-2.9,-1.1,-1.0,740,25,,,,,,,,,,,,,,,,,,
37570,1506920019136,,,,,58,,,-0.09,0.06,0.9,-2.9,-1.1,-1.1,760,25,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37590,1506920019156,,,,,,,,-0.09,0.06,0.89,-2.9,-1.0,-1.1,760,26,,,,,,,,,,,,,,,,,,
37610,1506920019176,,,,,,,,-0.08,0.06,0.9,-2.9,-0.8,-1.1,760,26,,,,,,,,,,,,,,,,,,
37630,1506920019196,,,,,,,,-0.08,0.06,0.89,-2.9,-0.8,-1.0,760,26,,,,,,,,,,,,,,,,,,
37650,1506920019216,,,,,,,,-0.08,0.06,0.9,-2.8,-1.0,-0.9,760,26,,,,,,,,,,,,,,,,,,
37670,1506920019236,0,59.0,,57.3,58,59.1,,-0.08,0.06,0.89,-2.8,-1.1,-0.9,780,26,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37690,1506920019256,,,,,,,,-0.07,0.05,0.88,-2.8,-1.1,-0.9,780,28,,,,,,,,,,,,,,,,,,
37710,1506920019276,,,,,,,,-0.07,0.05,0.87,-2.8,-1.2,-0.8,740,28,,,,,,,,,,,,,,,,,,
37730,1506920019296,,,,,,,,-0.08,0.05,0.89,-2.9,-1.4,-0.8,740,28,,,,,,,,,,,,,,,,,,
37750,1506920019316,,,,,,,,-0.08,0.04,0.89,-2.9,-1.5,-0.8,740,28,,,,,,,,,,,,,,,,,,
37770,1506920019334,,,,,59,,,-0.08,0.03,0.87,-3.0,-1.5,-0.9,740,28,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37790,1506920019354,,,,,,,,-0.07,0.04,0.88,-3.0,-1.5,-0.8,740,29,,,,,,,,,,,,,,,,,,
37810,1506920019374,,,,,,,,-0.08,0.04,0.89,-3.0,-1.3,-0.7,740,29,,,,,,,,,,,,,,,,,,
37830,1506920019394,,,,,,,,-0.08,0.03,0.89,-3.0,-1.3,-0.8,760,29,,,,,,,,,,,,,,,,,,
37850,1506920019414,,,,,,,,-0.08,0.04,0.87,-3.0,-1.2,-0.9,760,29,,,,,,,,,,,,,,,,,,
37870,1506920019434,0,59.0,,57.7,58,59.4,,-0.07,0.06,0.87,-3.0,-1.2,-0.7,740,29,0,1,0.0,37.478622,-122.203827,0.0,0.0,57.2,6,3,0.2,0,0.0,-1,0.0,0.0,0.0,0
37890,1506920019454,,,,,,,,-0.07,0.05,0.86,-2.9,-1.0,-0.6,740,31,,,,,,,,,,,,,,,,,,
