"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
19066743,1490575870652,,,,,,,,-0.01,0.1,0.98,-3.0,-0.3,-0.1,360,2,,,,,,,,,,,,,,,,,,,
19066763,1490575870672,,,,,,,,-0.01,0.08,0.97,-3.0,-0.2,-0.3,580,2,,,,,,,,,,,,,,,,,,,
19066783,1490575870692,,,,,,,,-0.01,0.08,0.97,-3.0,-0.2,-0.2,580,2,,,,,,,,,,,,,,,,,,,
19066803,1490575870709,,,,,,,,-0.01,0.09,0.97,-3.1,-0.2,-0.1,720,2,,,,,,,,,,,,,,,,,,,
19066823,1490575870729,0,99.7,-0.6,114.0,1,114.5,11.75,-0.01,0.1,0.97,-3.1,-0.3,0.0,820,2,1,0,820.0,0,38.159203,-122.454247,0.0,2.399,62.5,9,3,1.6,85,2.2017,2,0.2833,78.1856,78.0617,86
19066843,1490575870749,,,,,,,,-0.0,0.11,0.98,-3.1,-0.0,-0.0,860,2,,,,,,,,,,,,,,,,,,,
19066863,1490575870769,,,,,,,,-0.0,0.12,0.98,-3.1,-0.3,-0.1,820,2,,,,,,,,,,,,,,,,,,,
19066883,1490575870791,,,,,,,,-0.01,0.1,0.98,-3.0,-0.4,-0.3,820,2,,,,,,,,,,,,,,,,,,,
19066903,1490575870811,,,,,,,,-0.01,0.1,0.98,-3.0,-0.3,-0.4,780,2,,,,,,,,,,,,,,,,,,,
19066923,1490575870831,,,,,0,,,-0.01,0.1,0.98,-3.0,-0.2,-0.3,740,0,1,0,0.005,0,38.159203,-122.454247,0.0,2.399,62.5,9,3,1.6,85,2.2017,2,0.2833,78.1873,78.0633,86
