"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
35654,1490584262429,,,,,,,,-0.07,0.08,1.0,-3.8,-3.6,0.4,340,108,,,,,,,,,,,,,,,,,,,
35674,1490584262448,0,52.9,,53.6,16,55.8,,-0.07,0.08,1.0,-3.8,-3.5,0.5,340,109,1,1,3.178,1,37.478458,-122.203804,2.04,0.0,107.3,6,3,1.5,0,0.0,-1,0.0,0.0,0.0,0
35694,1490584262468,,,,,,,,-0.07,0.08,1.0,-3.8,-3.7,0.4,520,109,,,,,,,,,,,,,,,,,,,
35714,1490584262488,,,,,,,,-0.07,0.07,1.0,-3.8,-3.8,0.4,520,109,,,,,,,,,,,,,,,,,,,
35734,1490584262508,,,,,,,,-0.07,0.08,1.0,-3.8,-3.8,0.4,620,108,,,,,,,,,,,,,,,,,,,
35754,1490584262528,,,,,,,,-0.08,0.08,1.0,-3.8,-4.0,0.5,720,108,,,,,,,,,,,,,,,,,,,
35774,1490584262540,,,,,21,,,-0.08,0.06,1.0,-3.8,-4.0,0.4,820,108,1,1,3.178,1,37.478458,-122.203804,1.65,0.0,107.6,6,3,1.5,0,0.0,-1,0.0,0.0,0.0,0
35794,1490584262560,,,,,,,,-0.09,0.06,1.0,-3.7,-3.9,0.3,860,108,,,,,,,,,,,,,,,,,,,
35814,1490584262580,,,,,,,,-0.09,0.04,0.99,-3.8,-4.0,0.3,860,109,,,,,,,,,,,,,,,,,,,
35834,1490584262600,,,,,,,,-0.08,0.06,0.99,-3.8,-4.0,0.4,900,111,,,,,,,,,,,,,,,,,,,
35854,1490584262620,,,,,,,,-0.08,0.07,0.99,-3.8,-4.0,0.3,940,111,,,,,,,,,,,,,,,,,,,
35874,1490584262646,0,52.7,,52.6,35,56.1,,-0.08,0.07,1.0,-3.8,-4.0,0.2,940,112,1,1,8.182,0,37.478458,-122.203804,1.63,0.0,108.7,6,3,1.5,0,0.0,-1,0.0,0.0,0.0,0
35894,1490584262666,,,,,,,,-0.08,0.07,0.99,-3.8,-3.8,0.1,880,112,,,,,,,,,,,,,,,,,,,
35914,1490584262686,,,,,,,,-0.08,0.08,0.99,-3.8,-3.8,0.1,900,111,,,,,,,,,,,,,,,,,,,
35934,1490584262706,,,,,,,,-0.08,0.08,1.0,-3.8,-3.9,0.1,960,111,,,,,,,,,,,,,,,,,,,
35954,1490584262726,,,,,,,,-0.08,0.08,0.99,-3.8,-3.9,0.0,940,111,,,,,,,,,,,,,,,,,,,
35974,1490584262746,,,,,52,,,-0.09,0.07,0.99,-3.8,-3.8,-0.1,980,112,1,1,8.727,0,37.478458,-122.203804,1.74,0.0,109.5,6,3,1.5,0,0.0,-1,0.0,0.0,0.0,0
35994,1490584262766,,,,,,,,-0.09,0.06,0.98,-3.7,-3.8,-0.2,1000,112,,,,,,,,,,,,,,,,,,,
36014,1490584262786,,,,,,,,-0.1,0.06,0.98,-3.7,-3.8,-0.3,1020,112,,,,,,,,,,,,,,,,,,,
36034,1490584262806,,,,,,,,-0.11,0.05,0.98,-3.7,-3.8,-0.3,1020,111,,,,,,,,,,,,,,,,,,,
36054,1490584262826,,,,,,,,-0.11,0.05,0.98,-3.7,-3.7,-0.3,1040,111,,,,,,,,,,,,,,,,,,,
36074,1490584262846,0,53.0,-0.4,52.9,60,56.4,14.83,-0.11,0.04,0.97,-3.8,-3.8,-0.3,1040,112,1,1,9.273,0,37.478458,-122.203804,1.57,0.0,109.7,6,3,1.5,0,0.0,-1,0.0,0.0,0.0,0
36094,1490584262866,,,,,,,,-0.11,0.05,0.96,-3.8,-4.0,-0.2,1040,114,,,,,,,,,,,,,,,,,,,
36114,1490584262886,,,,,,,,-0.1,0.05,0.95,-3.8,-4.1,-0.2,1020,115,,,,,,,,,,,,,,,,,,,
36134,1490584262906,,,,,,,,-0.1,0.05,0.95,-3.8,-4.2,-0.1,1020,115,,,,,,,,,,,,,,,,,,,
