"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|10,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
35854,1490542782222,,,,,,,,0.01,0.05,1.01,-3.0,-0.6,0.8,1020,0,,,,,,,,,,,,,,,,,,,
35874,1490542782242,0,46.4,,41.5,56,42.5,,0.01,0.05,1.0,-3.0,-0.6,0.7,1020,0,1,1,0.0,0,38.159218,-122.454155,0.0,0.0,61.6,5,3,2.0,0,0.0,-1,0.0,0.0,0.0,0
35894,1490542782262,,,,,,,,0.01,0.05,1.0,-3.0,-0.5,0.7,1040,0,,,,,,,,,,,,,,,,,,,
35914,1490542782282,,,,,,,,0.01,0.05,1.0,-3.0,-0.5,0.7,1040,0,,,,,,,,,,,,,,,,,,,
35934,1490542782302,,,,,,,,0.01,0.05,1.01,-3.0,-0.5,0.7,1020,0,,,,,,,,,,,,,,,,,,,
35954,1490542782322,,,,,,,,0.01,0.06,1.01,-3.0,-0.5,0.7,1020,0,,,,,,,,,,,,,,,,,,,
35974,1490542782342,,,,,55,,,0.01,0.06,1.0,-3.0,-0.5,0.7,1020,0,1,1,0.0,0,38.159218,-122.454155,0.0,0.0,61.6,5,3,2.0,0,0.0,-1,0.0,0.0,0.0,0
35994,1490542782350,,,,,,,,0.01,0.06,1.0,-3.0,-0.6,0.7,1020,0,,,,,,,,,,,,,,,,,,,
36014,1490542782370,,,,,,,,0.01,0.06,1.01,-3.0,-0.6,0.7,1020,0,,,,,,,,,,,,,,,,,,,
36034,1490542782390,,,,,,,,0.01,0.07,1.01,-3.0,-0.7,0.7,1020,0,,,,,,,,,,,,,,,,,,,
36054,1490542782410,,,,,,,,0.01,0.07,1.01,-3.0,-0.7,0.7,1020,0,,,,,,,,,,,,,,,,,,,
36074,1490542782454,0,43.1,-0.6,41.3,56,46.2,14.79,0.01,0.07,1.02,-3.0,-0.7,0.7,1020,0,1,1,0.0,0,38.159218,-122.45417,0.0,0.0,67.4,6,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36094,1490542782474,,,,,,,,0.02,0.07,1.02,-3.0,-0.7,0.7,1000,0,,,,,,,,,,,,,,,,,,,
36114,1490542782494,,,,,,,,0.02,0.07,1.02,-3.0,-0.7,0.7,1020,0,,,,,,,,,,,,,,,,,,,
36134,1490542782514,,,,,,,,0.02,0.08,1.02,-3.0,-0.7,0.8,1020,0,,,,,,,,,,,,,,,,,,,
36154,1490542782534,,,,,,,,0.02,0.08,1.02,-3.0,-0.7,0.8,1000,0,,,,,,,,,,,,,,,,,,,
36174,1490542782556,,,,,56,,,0.03,0.09,1.02,-3.0,-0.7,0.9,1000,0,1,1,0.0,0,38.159218,-122.45417,0.0,0.0,64.4,6,3,1.3,0,0.0,-1,0.0,0.0,0.0,0
36194,1490542782576,,,,,,,,0.03,0.09,1.02,-3.0,-0.7,0.9,1000,0,,,,,,,,,,,,,,,,,,,
36214,1490542782596,,,,,,,,0.03,0.1,1.02,-3.1,-0.7,0.9,1000,0,,,,,,,,,,,,,,,,,,,
