"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
114066,1469913300620,,,,,,,0.03,0.11,0.99,-3.0,0.2,-0.1,160,0,,,,,,,,,,,,,,,,,
114086,1469913300640,,,,,,,0.04,0.12,0.99,-3.0,0.1,-0.2,160,0,,,,,,,,,,,,,,,,,
114106,1469913300660,,,,,,,0.04,0.11,1.0,-3.0,0.0,-0.2,160,0,,,,,,,,,,,,,,,,,
114126,1469913300680,,,,,,,0.03,0.11,1.0,-3.0,0.0,-0.3,160,0,,,,,,,,,,,,,,,,,
114146,1469913300700,,,,0,,,0.03,0.1,0.99,-3.0,-0.0,-0.3,160,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,,0.0,0
114166,1469913300720,,,,,,,0.03,0.09,0.99,-3.0,-0.0,-0.3,160,0,,,,,,,,,,,,,,,,,
114186,1469913300740,,,,,,,0.03,0.09,0.99,-3.0,-0.0,-0.3,160,0,,,,,,,,,,,,,,,,,
114206,1469913300760,,,,,,,0.03,0.08,0.98,-3.1,0.2,-0.1,200,0,,,,,,,,,,,,,,,,,
114226,1469913300780,,,,,,,0.03,0.1,0.99,-3.1,0.4,0.1,200,0,,,,,,,,,,,,,,,,,
114246,1469913300799,0,237.9,191.3,0,209.8,,0.03,0.1,0.98,-3.0,0.5,-0.0,200,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
114266,1469913300819,,,,,,,0.04,0.12,0.99,-3.0,0.5,-0.1,320,0,,,,,,,,,,,,,,,,,
114286,1469913300839,,,,,,,0.03,0.08,0.98,-3.0,0.8,-0.2,320,0,,,,,,,,,,,,,,,,,
114306,1469913300859,,,,,,,0.04,0.09,0.97,-3.0,0.4,-0.1,500,0,,,,,,,,,,,,,,,,,
114326,1469913300879,,,,,,,0.03,0.08,0.96,-3.0,0.2,-0.2,500,0,,,,,,,,,,,,,,,,,
114346,1469913300892,,,,0,,,0.03,0.1,0.96,-3.0,0.0,0.1,640,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,,0.0,0
114366,1469913300912,,,,,,,0.03,0.1,0.96,-2.9,-0.4,-0.0,760,0,,,,,,,,,,,,,,,,,
114386,1469913300932,,,,,,,0.01,0.09,0.96,-2.8,-0.1,-0.4,860,0,,,,,,,,,,,,,,,,,
114406,1469913300952,,,,,,,0.01,0.1,0.97,-2.9,0.0,-0.6,940,0,,,,,,,,,,,,,,,,,
114426,1469913300972,,,,,,,0.01,0.09,0.97,-3.0,-0.3,-0.5,980,0,,,,,,,,,,,,,,,,,
114446,1469913301098,0,238.2,190.3,1,209.0,,0.0,0.07,0.97,-3.0,-0.5,-0.4,1020,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
114466,1469913301118,,,,,,,-0.0,0.06,0.97,-2.9,-1.2,-0.4,1080,0,,,,,,,,,,,,,,,,,
114486,1469913301138,,,,,,,-0.0,0.06,0.98,-2.9,-2.0,-0.4,1140,0,,,,,,,,,,,,,,,,,
114506,1469913301158,,,,,,,-0.0,0.08,0.97,-2.8,-2.0,-0.5,1180,0,,,,,,,,,,,,,,,,,
114526,1469913301178,,,,,,,0.02,0.08,0.99,-2.9,-1.7,-0.4,1240,0,,,,,,,,,,,,,,,,,
114546,1469913301198,,,,8,,,0.02,0.1,0.99,-2.9,-1.5,-0.5,1240,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,,0.0,0
114566,1469913301218,,,,,,,0.02,0.08,1.01,-2.9,-1.2,-0.5,1260,0,,,,,,,,,,,,,,,,,
114586,1469913301238,,,,,,,0.02,0.09,1.0,-2.9,-1.2,-0.5,1300,0,,,,,,,,,,,,,,,,,
114606,1469913301258,,,,,,,0.02,0.1,0.99,-2.9,-0.9,-0.4,1340,0,,,,,,,,,,,,,,,,,
114626,1469913301278,,,,,,,0.02,0.1,1.0,-2.9,-0.6,-0.4,1360,0,,,,,,,,,,,,,,,,,
114646,1469913301198,0,237.3,191.6,17,210.2,,0.02,0.12,1.01,-2.9,-0.7,-0.4,1360,0,0.0,0,39.538677,-122.332146,0.0,0.021,98.0,9,2,1.4,0,0.0,-1,0.0,0.0,0.0,0
114666,1469913301218,,,,,,,0.03,0.12,1.01,-3.0,-0.4,-0.4,1480,0,,,,,,,,,,,,,,,,,
