"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
1769547,1480653024394,,,,,,,,-0.05,0.11,1.0,-3.1,0.1,0.4,160,0,,,,,,,,,,,,,,,,,,,
1769567,1480653024414,,,,,,,,-0.05,0.11,1.01,-3.1,0.1,0.4,160,0,,,,,,,,,,,,,,,,,,,
1769587,1480653024434,,,,,,,,-0.05,0.1,1.0,-3.1,-0.0,0.3,160,0,,,,,,,,,,,,,,,,,,,
1769607,1480653024454,,,,,,,,-0.05,0.11,1.0,-3.1,0.0,0.3,260,0,,,,,,,,,,,,,,,,,,,
1769627,1480653024474,0,45.3,,47.4,1,50.3,,-0.05,0.1,1.01,-3.1,0.2,0.3,260,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,0.0,0.0,0
1769647,1480653024494,,,,,,,,-0.04,0.09,1.01,-3.1,0.1,0.2,260,0,,,,,,,,,,,,,,,,,,,
1769667,1480653024514,,,,,,,,-0.05,0.08,1.0,-3.1,0.2,0.2,420,0,,,,,,,,,,,,,,,,,,,
1769687,1480653024534,,,,,,,,-0.05,0.09,1.0,-3.1,0.2,0.1,420,0,,,,,,,,,,,,,,,,,,,
1769707,1480653024554,,,,,,,,-0.05,0.08,1.0,-3.1,0.2,0.1,520,0,,,,,,,,,,,,,,,,,,,
1769727,1480653024574,,,,,1,,,-0.04,0.09,0.99,-3.1,0.2,0.1,620,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,,0.0,0
1769747,1480653024593,,,,,,,,-0.04,0.09,1.0,-3.1,0.2,0.1,620,0,,,,,,,,,,,,,,,,,,,
1769767,1480653024613,,,,,,,,-0.04,0.08,1.0,-3.1,0.2,0.1,620,0,,,,,,,,,,,,,,,,,,,
1769787,1480653024633,,,,,,,,-0.04,0.09,1.01,-3.1,0.2,0.1,620,0,,,,,,,,,,,,,,,,,,,
1769807,1480653024653,,,,,,,,-0.05,0.07,1.0,-3.1,0.2,0.0,540,0,,,,,,,,,,,,,,,,,,,
1769827,1480653024673,0,44.8,,46.2,3,50.3,,-0.04,0.08,1.0,-3.1,0.2,0.0,540,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,0.0,0.0,0
1769847,1480653024694,,,,,,,,-0.05,0.07,0.99,-3.1,0.2,0.0,440,0,,,,,,,,,,,,,,,,,,,
1769867,1480653024714,,,,,,,,-0.04,0.07,0.99,-3.1,0.3,-0.0,440,0,,,,,,,,,,,,,,,,,,,
1769887,1480653024734,,,,,,,,-0.04,0.07,0.99,-3.1,0.3,0.0,420,0,,,,,,,,,,,,,,,,,,,
1769907,1480653024754,,,,,,,,-0.04,0.07,1.0,-3.1,0.3,0.0,420,0,,,,,,,,,,,,,,,,,,,
1769927,1480653024774,,,,,4,,,-0.04,0.08,1.0,-3.1,0.3,0.0,460,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,,0.0,0
1769947,1480653024794,,,,,,,,-0.05,0.07,1.0,-3.1,0.3,0.0,460,0,,,,,,,,,,,,,,,,,,,
1769967,1480653024814,,,,,,,,-0.05,0.08,1.0,-3.1,0.4,-0.0,460,0,,,,,,,,,,,,,,,,,,,
1769987,1480653024834,,,,,,,,-0.04,0.07,1.0,-3.0,0.4,-0.0,360,0,,,,,,,,,,,,,,,,,,,
1770007,1480653024854,,,,,,,,-0.04,0.08,1.0,-3.0,0.4,-0.0,360,0,,,,,,,,,,,,,,,,,,,
1770027,1480653024874,0,43.4,,44.3,4,47.9,,-0.04,0.08,1.0,-3.1,0.3,0.0,400,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,0.0,0.0,0
1770047,1480653024894,,,,,,,,-0.04,0.07,1.0,-3.1,0.3,0.0,400,0,,,,,,,,,,,,,,,,,,,
1770067,1480653024907,,,,,,,,-0.04,0.08,1.0,-3.1,0.2,0.0,400,0,,,,,,,,,,,,,,,,,,,
1770087,1480653024927,,,,,,,,-0.04,0.08,1.0,-3.1,0.2,-0.0,340,0,,,,,,,,,,,,,,,,,,,
1770107,1480653024947,,,,,,,,-0.05,0.08,1.0,-3.1,0.3,-0.0,340,0,,,,,,,,,,,,,,,,,,,
1770127,1480653024967,,,,,4,,,-0.04,0.09,1.01,-3.1,0.2,-0.1,340,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,,0.0,0
1770147,1480653025093,,,,,,,,-0.04,0.09,1.01,-3.1,0.1,-0.0,340,0,,,,,,,,,,,,,,,,,,,
1770167,1480653025113,,,,,,,,-0.04,0.09,1.01,-3.1,0.2,0.0,240,0,,,,,,,,,,,,,,,,,,,
1770187,1480653025133,,,,,,,,-0.04,0.09,1.0,-3.2,0.2,0.0,240,0,,,,,,,,,,,,,,,,,,,
1770207,1480653025153,,,,,,,,-0.04,0.09,1.0,-3.1,0.1,0.0,240,0,,,,,,,,,,,,,,,,,,,
1770227,1480653025173,0,46.7,0.0,47.8,6,49.7,12.75,-0.05,0.09,1.0,-3.1,0.0,0.1,300,0,1,0,0.0,0,37.478367,-122.203728,0.0,0.0,13.5,9,3,1.7,0,0.0,-1,0.0,0.0,0.0,0
1770247,1480653025193,,,,,,,,-0.04,0.1,1.0,-3.1,0.0,0.1,300,0,,,,,,,,,,,,,,,,,,,
