"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
24669,1480725378328,,,,,,,,-0.04,0.1,1.0,-3.1,0.1,-0.1,360,0,,,,,,,,,,,,,,,,,,,
24689,1480725378348,,,,,,,,-0.03,0.1,1.01,-3.2,0.2,0.0,300,0,,,,,,,,,,,,,,,,,,,
24709,1480725378368,,,,,,,,-0.03,0.11,1.01,-3.1,-0.0,0.2,300,0,,,,,,,,,,,,,,,,,,,
24729,1480725378388,,,,,,,,-0.03,0.11,1.0,-3.1,0.1,0.1,300,0,,,,,,,,,,,,,,,,,,,
24749,1480725378408,,,,,1,,,-0.02,0.13,1.02,-3.2,0.2,0.3,300,0,1,0,0.0,0,38.159103,-122.454414,0.0,0.0,66.2,5,2,0.1,0,0.0,-1,0.0,,0.0,0
24769,1480725378396,,,,,,,,-0.03,0.13,1.01,-3.2,0.2,0.3,260,0,,,,,,,,,,,,,,,,,,,
24789,1480725378416,,,,,,,,-0.02,0.13,1.01,-3.2,0.2,0.3,260,0,,,,,,,,,,,,,,,,,,,
24809,1480725378436,,,,,,,,-0.02,0.13,1.02,-3.1,0.2,0.2,260,0,,,,,,,,,,,,,,,,,,,
24829,1480725378456,,,,,,,,-0.02,0.13,1.01,-3.1,0.1,0.2,320,0,,,,,,,,,,,,,,,,,,,
24849,1480725378476,0,60.6,,57.5,0,63.3,,-0.02,0.12,1.01,-3.1,0.1,0.2,320,0,1,0,0.0,0,38.1591,-122.454414,0.0,0.0,72.5,5,2,0.1,0,0.0,-1,0.0,0.0,0.0,0
24869,1480725378487,,,,,,,,-0.02,0.13,1.02,-3.1,0.1,0.1,320,0,,,,,,,,,,,,,,,,,,,
24889,1480725378507,,,,,,,,-0.02,0.11,1.01,-3.2,0.1,0.0,360,0,,,,,,,,,,,,,,,,,,,
24909,1480725378527,,,,,,,,-0.02,0.12,1.01,-3.1,0.1,0.0,360,0,,,,,,,,,,,,,,,,,,,
24929,1480725378547,,,,,,,,-0.02,0.13,1.01,-3.2,0.1,0.1,360,0,,,,,,,,,,,,,,,,,,,
24949,1480725378567,,,,,2,,,-0.03,0.12,1.01,-3.1,0.1,0.1,360,0,1,0,0.0,0,38.1591,-122.454414,0.0,0.0,36.1,6,2,2.1,0,0.0,-1,0.0,,0.0,0
24969,1480725378587,,,,,,,,-0.02,0.12,1.01,-3.1,0.1,-0.0,360,0,,,,,,,,,,,,,,,,,,,
24989,1480725378597,,,,,,,,-0.02,0.12,1.02,-3.1,0.2,-0.0,360,0,,,,,,,,,,,,,,,,,,,
25009,1480725378617,,,,,,,,-0.03,0.12,1.01,-3.1,0.1,0.0,360,0,,,,,,,,,,,,,,,,,,,
25029,1480725378637,,,,,,,,-0.03,0.12,1.01,-3.1,0.2,-0.0,360,0,,,,,,,,,,,,,,,,,,,
