"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0|100|5,"OilTemp"|"F"|0.0|300.0|5,"CoolantPressPSI"|"PSI"|0.0|20.0|1,"Coolant"|"F"|0.0|300.0|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0.0|300.0|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Driveshaft"|"RPM"|0|5000|50,"GPIO1"|""|0|1|10,"GPIO2"|""|0|1|10,"GearRatio"|""|-5.0|5.0|10,"Gear"|""|-1|5|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"MPH"|0.0|150.0|10,"Distance"|"Miles"|0.0|0.0|10,"Altitude"|"Feet"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|10,"CurrentLap"|""|0|0|10
8169,1480729832205,,,,,,,,0.0,0.08,1.0,-3.1,0.1,-0.2,460,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,1480729832066,,,,,,,,-0.0,0.07,0.99,-3.1,-0.1,-0.3,200,0,,,,,,,,,,,,,,,,,,,
8049,1480729832086,0,90.1,0.1,112.2,4,100.0,10.79,-0.01,0.07,0.99,-3.1,-0.1,-0.3,200,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,44.2,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
8069,1480729832090,,,,,,,,-0.0,0.07,0.99,-3.1,-0.0,-0.3,200,0,,,,,,,,,,,,,,,,,,,
8089,1480729832110,,,,,,,,-0.0,0.07,0.99,-3.1,0.0,-0.3,260,0,,,,,,,,,,,,,,,,,,,
8109,1480729832130,,,,,,,,-0.0,0.07,0.99,-3.1,-0.0,-0.2,260,0,,,,,,,,,,,,,,,,,,,
8129,1480729832150,,,,,,,,0.0,0.08,0.99,-3.1,-0.1,-0.1,360,0,,,,,,,,,,,,,,,,,,,
8149,1480729832185,,,,,6,,,-0.0,0.08,0.99,-3.1,-0.0,-0.1,360,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,36.9,6,2,0.2,0,0.0,-1,0.0,,0.0,0
8169,1480729832205,,,,,,,,0.0,0.08,1.0,-3.1,0.1,-0.2,460,0,,,,,,,,,,,,,,,,,,,
8189,1480729832225,,,,,,,,0.0,0.08,1.0,-3.1,0.0,-0.2,460,0,,,,,,,,,,,,,,,,,,,
8209,1480729832245,,,,,,,,0.01,0.09,1.0,-3.1,0.1,-0.2,520,0,,,,,,,,,,,,,,,,,,,
8229,1480729832265,,,,,,,,0.01,0.09,1.0,-3.1,0.1,-0.1,520,0,,,,,,,,,,,,,,,,,,,
8249,1480729832285,0,87.8,,110.3,7,100.7,,0.01,0.1,1.0,-3.1,0.1,-0.0,600,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,34.1,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
8269,1480729832305,,,,,,,,0.0,0.09,1.01,-3.1,0.0,-0.2,700,0,,,,,,,,,,,,,,,,,,,
8289,1480729832325,,,,,,,,0.0,0.08,1.0,-3.1,-0.0,-0.3,700,0,,,,,,,,,,,,,,,,,,,
8309,1480729832345,,,,,,,,0.01,0.08,1.0,-3.1,0.1,-0.2,780,0,,,,,,,,,,,,,,,,,,,
8329,1480729832365,,,,,,,,0.01,0.08,1.0,-3.1,0.3,-0.1,820,0,,,,,,,,,,,,,,,,,,,
8349,1480729832385,,,,,11,,,0.0,0.09,1.01,-3.1,0.1,-0.1,860,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,33.3,6,2,0.2,0,0.0,-1,0.0,,0.0,0
8369,1480729832405,,,,,,,,-0.0,0.09,1.01,-3.1,0.0,-0.1,900,0,,,,,,,,,,,,,,,,,,,
8389,1480729832425,,,,,,,,0.0,0.09,0.99,-3.0,0.0,-0.2,920,0,,,,,,,,,,,,,,,,,,,
8409,1480729832445,,,,,,,,0.0,0.08,1.0,-3.0,-0.1,-0.3,940,0,,,,,,,,,,,,,,,,,,,
8429,1480729832465,,,,,,,,0.0,0.07,1.0,-3.0,-0.1,-0.3,960,10,,,,,,,,,,,,,,,,,,,
8449,1480729832483,0,89.1,,109.4,17,98.6,,0.01,0.07,1.01,-3.1,-0.1,-0.3,1000,10,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,32.4,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
8469,1480729832503,,,,,,,,0.0,0.07,1.01,-3.1,0.0,-0.2,940,769230,,,,,,,,,,,,,,,,,,,
8489,1480729832523,,,,,,,,0.01,0.07,1.0,-3.1,0.1,-0.1,940,0,,,,,,,,,,,,,,,,,,,
8509,1480729832543,,,,,,,,0.01,0.07,1.0,-3.1,0.1,-0.0,940,0,,,,,,,,,,,,,,,,,,,
8529,1480729832563,,,,,,,,0.0,0.07,1.0,-3.1,0.0,0.0,940,0,,,,,,,,,,,,,,,,,,,
8549,1480729832682,,,,,21,,,0.01,0.07,1.0,-3.1,-0.1,0.1,960,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,,0.0,0
8569,1480729832702,,,,,,,,0.01,0.07,1.01,-3.2,-0.1,0.1,960,0,,,,,,,,,,,,,,,,,,,
8589,1480729832722,,,,,,,,0.01,0.09,1.01,-3.2,-0.2,0.2,940,0,,,,,,,,,,,,,,,,,,,
8609,1480729832742,,,,,,,,0.01,0.09,1.01,-3.2,-0.1,0.2,940,0,,,,,,,,,,,,,,,,,,,
8629,1480729832762,,,,,,,,0.01,0.1,1.01,-3.2,0.1,0.2,940,0,,,,,,,,,,,,,,,,,,,
8649,1480729832782,0,90.0,,112.4,27,100.8,,0.02,0.1,1.01,-3.2,0.2,0.2,900,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
8669,1480729832802,,,,,,,,0.02,0.11,1.01,-3.2,0.0,0.2,880,0,,,,,,,,,,,,,,,,,,,
8689,1480729832822,,,,,,,,0.02,0.11,1.01,-3.2,-0.1,0.1,860,0,,,,,,,,,,,,,,,,,,,
8709,1480729832842,,,,,,,,0.01,0.1,1.01,-3.2,-0.1,0.1,820,0,,,,,,,,,,,,,,,,,,,
8729,1480729832862,,,,,,,,0.01,0.11,1.01,-3.2,-0.0,0.1,820,0,,,,,,,,,,,,,,,,,,,
8749,1480729832782,,,,,36,,,0.02,0.11,1.01,-3.2,-0.0,0.1,820,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,,0.0,0
8769,1480729832802,,,,,,,,0.01,0.11,1.01,-3.2,-0.1,0.0,780,0,,,,,,,,,,,,,,,,,,,
8789,1480729832822,,,,,,,,0.02,0.11,1.01,-3.2,-0.0,0.0,740,0,,,,,,,,,,,,,,,,,,,
8809,1480729832842,,,,,,,,0.02,0.1,1.01,-3.1,0.0,0.0,700,0,,,,,,,,,,,,,,,,,,,
8829,1480729832862,,,,,,,,0.02,0.1,1.01,-3.1,-0.0,-0.0,700,0,,,,,,,,,,,,,,,,,,,
8849,1480729832882,0,87.8,,109.7,41,99.7,,0.02,0.11,1.02,-3.2,0.0,0.0,660,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
8869,1480729832902,,,,,,,,0.02,0.11,1.02,-3.1,0.0,0.0,660,0,,,,,,,,,,,,,,,,,,,
8889,1480729832922,,,,,,,,0.02,0.1,1.02,-3.1,0.1,0.0,600,0,,,,,,,,,,,,,,,,,,,
8909,1480729832942,,,,,,,,0.02,0.1,1.02,-3.2,0.0,0.0,540,0,,,,,,,,,,,,,,,,,,,
8929,1480729832962,,,,,,,,0.02,0.11,1.02,-3.2,-0.0,0.0,540,0,,,,,,,,,,,,,,,,,,,
8949,1480729832982,,,,,45,,,0.02,0.11,1.01,-3.1,-0.0,-0.0,480,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,,0.0,0
8969,1480729833002,,,,,,,,0.02,0.11,1.02,-3.2,-0.0,-0.0,480,0,,,,,,,,,,,,,,,,,,,
8989,1480729833022,,,,,,,,0.02,0.11,1.02,-3.2,-0.1,-0.0,480,0,,,,,,,,,,,,,,,,,,,
9009,1480729833042,,,,,,,,0.02,0.11,1.02,-3.2,-0.0,-0.0,400,0,,,,,,,,,,,,,,,,,,,
9029,1480729833062,,,,,,,,0.02,0.1,1.02,-3.2,-0.0,-0.0,400,0,,,,,,,,,,,,,,,,,,,
9049,1480729833075,0,89.7,0.0,109.9,44,98.0,13.24,0.02,0.1,1.02,-3.2,-0.0,-0.0,400,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
9069,1480729833095,,,,,,,,0.02,0.1,1.02,-3.2,-0.0,-0.0,340,0,,,,,,,,,,,,,,,,,,,
9089,1480729833115,,,,,,,,0.02,0.1,1.02,-3.2,0.0,-0.0,340,0,,,,,,,,,,,,,,,,,,,
9109,1480729833135,,,,,,,,0.02,0.1,1.02,-3.1,-0.1,-0.0,340,0,,,,,,,,,,,,,,,,,,,
9129,1480729833155,,,,,,,,0.02,0.1,1.03,-3.2,-0.0,-0.0,300,0,,,,,,,,,,,,,,,,,,,
9149,1480729833181,,,,,40,,,0.02,0.11,1.03,-3.2,0.0,-0.0,300,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,,0.0,0
9169,1480729833201,,,,,,,,0.02,0.11,1.02,-3.1,-0.0,-0.0,300,0,,,,,,,,,,,,,,,,,,,
9189,1480729833221,,,,,,,,0.02,0.11,1.02,-3.1,-0.0,-0.0,300,0,,,,,,,,,,,,,,,,,,,
9209,1480729833241,,,,,,,,0.02,0.11,1.02,-3.1,-0.1,-0.0,220,0,,,,,,,,,,,,,,,,,,,
9229,1480729833261,,,,,,,,0.02,0.1,1.02,-3.1,-0.0,-0.0,220,0,,,,,,,,,,,,,,,,,,,
9249,1480729833282,0,90.4,,112.2,39,100.0,,0.02,0.11,1.01,-3.1,-0.0,-0.1,220,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
9269,1480729833302,,,,,,,,0.02,0.11,1.01,-3.1,-0.1,-0.0,220,0,,,,,,,,,,,,,,,,,,,
9289,1480729833322,,,,,,,,0.02,0.11,1.01,-3.1,-0.0,-0.0,220,0,,,,,,,,,,,,,,,,,,,
9309,1480729833342,,,,,,,,0.02,0.11,1.01,-3.1,-0.0,-0.0,180,0,,,,,,,,,,,,,,,,,,,
9329,1480729833362,,,,,,,,0.02,0.11,1.01,-3.1,-0.0,-0.1,180,0,,,,,,,,,,,,,,,,,,,
9349,1480729833481,,,,,36,,,0.02,0.11,1.01,-3.1,-0.1,-0.1,180,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,,0.0,0
9369,1480729833501,,,,,,,,0.02,0.11,1.01,-3.1,-0.0,-0.0,180,0,,,,,,,,,,,,,,,,,,,
9389,1480729833521,,,,,,,,0.02,0.11,1.01,-3.1,-0.0,-0.0,180,0,,,,,,,,,,,,,,,,,,,
9409,1480729833541,,,,,,,,0.02,0.11,1.01,-3.1,0.0,-0.0,180,0,,,,,,,,,,,,,,,,,,,
9429,1480729833561,,,,,,,,0.02,0.11,1.01,-3.1,0.1,-0.1,180,0,,,,,,,,,,,,,,,,,,,
9449,1480729833581,0,87.5,,110.5,32,100.9,,0.02,0.11,1.01,-3.1,0.0,-0.1,10000000,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,30.8,6,2,0.2,0,0.0,-1,0.0,0.0,0.0,0
9469,1480729833601,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.0,0,0,,,,,,,,,,,,,,,,,,,
9489,1480729833621,,,,,,,,0.02,0.1,1.0,-3.1,0.1,0.0,640,0,,,,,,,,,,,,,,,,,,,
9509,1480729833641,,,,,,,,0.01,0.1,1.01,-3.1,0.0,0.0,640,0,,,,,,,,,,,,,,,,,,,
9529,1480729833661,,,,,,,,0.01,0.1,1.01,-3.1,0.0,0.0,640,0,,,,,,,,,,,,,,,,,,,
9549,1480729833579,,,,,28,,,0.01,0.1,1.01,-3.1,0.0,-0.0,640,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,,0.0,0
9569,1480729833599,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,640,0,,,,,,,,,,,,,,,,,,,
9589,1480729833619,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,640,0,,,,,,,,,,,,,,,,,,,
9609,1480729833639,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,0,0,,,,,,,,,,,,,,,,,,,
9629,1480729833659,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,0,0,,,,,,,,,,,,,,,,,,,
9649,1480729833679,0,90.1,,111.3,26,97.7,,0.02,0.1,1.01,-3.1,0.0,-0.0,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0
9669,1480729833672,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.1,0,0,,,,,,,,,,,,,,,,,,,
9689,1480729833692,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.1,0,0,,,,,,,,,,,,,,,,,,,
9709,1480729833712,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.1,0,0,,,,,,,,,,,,,,,,,,,
9729,1480729833732,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,0,0,,,,,,,,,,,,,,,,,,,
9749,1480729833752,,,,,23,,,0.02,0.1,1.01,-3.1,0.0,-0.0,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,,0.0,0
9769,1480729833791,,,,,,,,0.02,0.1,1.01,-3.1,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,
9789,1480729833811,,,,,,,,0.01,0.1,1.01,-3.1,0.0,0.0,500,0,,,,,,,,,,,,,,,,,,,
9809,1480729833831,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,500,0,,,,,,,,,,,,,,,,,,,
9829,1480729833851,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,500,0,,,,,,,,,,,,,,,,,,,
9849,1480729833871,0,87.8,,110.5,19,101.2,,0.01,0.1,1.01,-3.1,0.0,-0.0,500,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0
9869,1480729833891,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,500,0,,,,,,,,,,,,,,,,,,,
9889,1480729833905,,,,,,,,0.01,0.1,1.01,-3.1,0.0,-0.0,500,0,,,,,,,,,,,,,,,,,,,
9909,1480729833925,,,,,,,,0.01,0.1,1.01,-3.1,-0.0,-0.0,20000000,0,,,,,,,,,,,,,,,,,,,
9929,1480729833945,,,,,,,,0.01,0.1,1.0,-3.1,-0.0,-0.1,0,0,,,,,,,,,,,,,,,,,,,
9949,1480729833965,,,,,18,,,0.01,0.1,1.0,-3.1,0.1,-0.0,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,,0.0,0
9969,1480729833991,,,,,,,,0.01,0.1,1.0,-3.1,0.2,-0.0,0,0,,,,,,,,,,,,,,,,,,,
9989,1480729834011,,,,,,,,0.01,0.1,1.0,-3.1,0.1,0.0,0,0,,,,,,,,,,,,,,,,,,,
10009,1480729834031,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10029,1480729834051,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.1,0,0,,,,,,,,,,,,,,,,,,,
10049,1480729834071,0,88.4,0.0,111.6,17,101.4,12.37,0.02,0.1,1.01,-3.2,0.1,-0.1,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0
10069,1480729834091,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10089,1480729834111,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10109,1480729834131,,,,,,,,0.02,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10129,1480729834151,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10149,1480729834171,,,,,16,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,,0.0,0
10169,1480729834291,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10189,1480729834311,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10209,1480729834331,,,,,,,,0.01,0.1,1.01,-3.1,0.1,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10229,1480729834351,,,,,,,,0.02,0.1,1.01,-3.1,0.0,-0.0,0,0,,,,,,,,,,,,,,,,,,,
10249,1480729834371,0,89.7,,109.6,16,98.6,,0.02,0.1,1.01,-3.1,0.0,-0.0,0,0,1,0,0.0,0,38.159138,-122.454452,0.0,0.0,27.4,7,2,2.4,0,0.0,-1,0.0,0.0,0.0,0
