"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0.0|100.0|5,"OilTemp"|"F"|0|300|5,"Coolant"|"F"|0|300|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0|300|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Wheel"|"RPM"|0|5000|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"MPH"|0.0|150.0|50,"Distance"|"Miles"|0.0|0.0|50,"Altitude"|"Feet"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50,"LapCount"|""|0|0|50,"LapTime"|"Min"|0.0|0.0|50,"Sector"|""|0|0|50,"SectorTime"|"Min"|0.0|0.0|50,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|50,"CurrentLap"|""|0|0|50
24641,1463871976877,,,,,,,0.01,0.06,0.99,-3.3,0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24661,1463871977124,,,,,,,0.01,0.06,1.0,-3.3,0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24681,1463871977144,,,,,,,0.01,0.06,0.99,-3.2,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24701,1463871977163,,,,0,,,0.01,0.06,1.0,-3.2,-0.0,-0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24721,1463871977183,,,,,,,0.01,0.06,1.0,-3.2,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24741,1463871977204,,,,,,,0.01,0.06,1.0,-3.2,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24761,1463871977224,,,,,,,0.01,0.06,1.0,-3.1,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24781,1463871977243,,,,,,,0.01,0.07,1.0,-3.1,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
24801,1463871977264,0.001,56,53,0,55,,0.01,0.07,1.0,-3.1,-0.0,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,0.0,0.0,0
24821,1463871977283,,,,,,,0.01,0.07,1.0,-3.1,-0.1,0.0,0,0,39.53957,-122.332352,0.0,0.004,340.5,9,2,2.0,0,0.0,-1,0.0,,0.0,0
