"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"MPH"|0.0|150.0|50,"Distance"|"Miles"|0.0|0.0|50,"Altitude"|"Feet"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50,"LapCount"|""|0|0|50,"LapTime"|"Min"|0.0|0.0|50,"Sector"|""|0|0|50,"SectorTime"|"Min"|0.0|0.0|50,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|50,"CurrentLap"|""|0|0|50
693625,1454563550684,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693649,1454563550711,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693669,1454563550731,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693689,1454563550751,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693709,1454563550771,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693729,1454563550791,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693753,1454563550815,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693773,1454563550835,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
693793,1454563550855,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693813,1454563550875,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693836,1454563550891,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693856,1454563550911,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693876,1454563550931,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693896,1454563550951,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693919,1454563550974,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693939,1454563551001,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693959,1454563551021,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
693979,1454563551041,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
694000,1454563551062,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694027,1454563551089,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694047,1454563551109,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694067,1454563551129,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694087,1454563551149,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694111,1454563551173,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694131,1454563551192,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694151,1454563551212,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694171,1454563551232,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694191,1454563551252,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
694215,1454563551276,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694235,1454563551297,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694255,1454563551317,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694275,1454563551337,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694299,1454563551361,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694319,1454563551381,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694339,1454563551401,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694359,1454563551421,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694379,1454563551441,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694403,1454563551465,4.42,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
694423,1454563551485,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694443,1454563551504,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694463,1454563551524,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694487,1454563551548,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694507,1454563551568,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694527,1454563551588,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694547,1454563551609,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694567,1454563551629,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694590,1454563551652,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694610,1454563551672,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
694630,1454563551692,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694650,1454563551712,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694673,1454563551735,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694693,1454563551755,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694713,1454563551775,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694733,1454563551795,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694757,1454563551819,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694777,1454563551839,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694797,1454563551859,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694817,1454563551879,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
694837,1454563551891,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694861,1454563551915,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694881,1454563551935,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694901,1454563551955,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694921,1454563551975,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694945,1454563552006,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694965,1454563552026,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
694985,1454563552046,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695005,1454563552066,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695025,1454563552086,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
695052,1454563552113,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695072,1454563552133,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695092,1454563552153,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695112,1454563552173,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695136,1454563552198,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695156,1454563552218,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695176,1454563552238,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695196,1454563552258,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695216,1454563552278,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695240,1454563552302,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
695260,1454563552322,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695280,1454563552342,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695300,1454563552362,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695323,1454563552385,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695343,1454563552405,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695363,1454563552425,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695383,1454563552445,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695406,1454563552468,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695426,1454563552488,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695446,1454563552508,4.44,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
695466,1454563552528,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695486,1454563552548,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695510,1454563552572,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695530,1454563552592,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695550,1454563552612,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695570,1454563552632,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695594,1454563552656,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695614,1454563552676,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695634,1454563552696,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695654,1454563552716,,-0.16,-0.1,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
695674,1454563552736,,-0.16,-0.1,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695698,1454563552760,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695718,1454563552780,,-0.16,-0.1,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695738,1454563552800,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695758,1454563552820,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695782,1454563552844,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695802,1454563552864,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695822,1454563552884,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695842,1454563552896,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695862,1454563552916,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
695887,1454563552941,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695907,1454563552961,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695927,1454563552981,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695947,1454563553009,,-0.16,-0.11,1.02,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695971,1454563553033,,-0.16,-0.11,1.01,-0.0,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
695991,1454563553053,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696011,1454563553073,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696031,1454563553093,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696051,1454563553113,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696077,1454563553139,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
696097,1454563553159,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696117,1454563553179,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696137,1454563553198,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696161,1454563553222,,-0.16,-0.11,1.02,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696181,1454563553242,,-0.16,-0.11,1.01,-0.1,1.3,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696201,1454563553262,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696221,1454563553282,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696245,1454563553307,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696265,1454563553327,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696285,1454563553347,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
696305,1454563553367,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696325,1454563553387,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696349,1454563553411,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696369,1454563553431,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696389,1454563553451,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696409,1454563553471,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696433,1454563553495,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696453,1454563553515,,-0.16,-0.11,1.02,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696473,1454563553535,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696493,1454563553555,4.38,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
696513,1454563553575,,-0.16,-0.1,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696538,1454563553600,,-0.16,-0.1,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696558,1454563553620,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696578,1454563553640,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696598,1454563553660,,-0.16,-0.11,1.01,-0.1,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696622,1454563553684,,-0.16,-0.1,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696642,1454563553704,,-0.16,-0.1,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696662,1454563553724,,-0.16,-0.1,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696682,1454563553744,,-0.16,-0.11,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696702,1454563553764,,-0.16,-0.1,1.01,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,0.0,0.0,0
696726,1454563553788,,-0.16,-0.1,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
696746,1454563553808,,-0.16,-0.11,1.02,-0.0,1.4,-0.3,37.47855,-122.203827,0.0,0.0,28.6,9,3,1.6,0,0.0,-1,0.0,,0.0,0
