"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FuelLevel"|"F"|0.0|100.0|5,"OilTemp"|"F"|0|300|5,"Coolant"|"F"|0|300|5,"OilPress"|"PSI"|0|150|10,"EngineTemp"|"F"|0|300|5,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|50,"AccelY"|"G"|-3.0|3.0|50,"AccelZ"|"G"|-3.0|3.0|50,"Yaw"|"Deg/Sec"|-300.0|300.0|50,"Pitch"|"Deg/Sec"|-300.0|300.0|50,"Roll"|"Deg/Sec"|-300.0|300.0|50,"RPM"|""|0|10000|50,"Wheel"|"RPM"|0|5000|50,"Latitude"|"Degrees"|-180.0|180.0|50,"Longitude"|"Degrees"|-180.0|180.0|50,"Speed"|"MPH"|0.0|150.0|50,"Distance"|"Miles"|0.0|0.0|50,"Altitude"|"Feet"|0.0|4000.0|50,"GPSSats"|""|0|20|50,"GPSQual"|""|0|5|50,"GPSDOP"|""|0.0|20.0|50,"LapCount"|""|0|0|50,"LapTime"|"Min"|0.0|0.0|50,"Sector"|""|0|0|50,"SectorTime"|"Min"|0.0|0.0|50,"PredTime"|"Min"|0.0|0.0|5,"ElapsedTime"|"Min"|0.0|0.0|50,"CurrentLap"|""|0|0|50
2173581,1463931883491,,,,,,,0.01,0.09,0.99,-3.1,-0.5,-0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173601,1463931883753,0.37,146,182,22,178,,0.01,0.08,0.99,-2.9,-0.5,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2173621,1463931883773,,,,,,,0.0,0.08,0.99,-2.9,-0.2,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173641,1463931883794,,,,,,,0.01,0.09,0.99,-2.9,-0.2,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173661,1463931883814,,,,,,,0.01,0.09,0.98,-2.9,-0.2,-0.1,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173681,1463931883834,,,,,,,0.01,0.09,0.98,-2.9,-0.2,-0.1,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173701,1463931883855,,,,23,,,0.01,0.09,0.98,-2.9,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173721,1463931883875,,,,,,,0.02,0.08,0.98,-2.9,-0.3,-0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173741,1463931883896,,,,,,,0.02,0.08,0.98,-2.9,-0.3,-0.1,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173761,1463931883916,,,,,,,0.02,0.09,0.98,-2.9,-0.2,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173781,1463931883937,,,,,,,0.02,0.09,0.99,-2.9,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173801,1463931883958,0.048,146,181,24,177,,0.01,0.08,0.99,-2.9,-0.4,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2173821,1463931883978,,,,,,,0.01,0.08,0.99,-2.9,-0.4,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173841,1463931883987,,,,,,,0.01,0.09,0.98,-2.9,-0.4,0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173861,1463931884008,,,,,,,0.02,0.08,0.98,-3.0,-0.4,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173881,1463931884028,,,,,,,0.02,0.09,0.98,-3.0,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173901,1463931884049,,,,21,,,0.02,0.09,0.98,-3.0,-0.3,0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173921,1463931884069,,,,,,,0.02,0.09,0.98,-3.0,-0.3,0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173941,1463931884089,,,,,,,0.02,0.08,0.98,-3.0,-0.3,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173961,1463931884109,,,,,,,0.01,0.09,0.98,-3.0,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2173981,1463931884130,,,,,,,0.01,0.09,0.99,-3.0,-0.5,0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174001,1463931884151,0.068,146,181,24,177,14.55,0.01,0.08,0.98,-3.0,-0.5,0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2174021,1463931884171,,,,,,,0.01,0.09,0.98,-3.0,-0.5,-0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174041,1463931884192,,,,,,,0.02,0.1,0.98,-3.0,-0.4,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174061,1463931884212,,,,,,,0.02,0.09,0.98,-3.0,-0.3,0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174081,1463931884233,,,,,,,0.01,0.09,0.98,-3.0,-0.4,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174101,1463931884253,,,,21,,,0.01,0.09,0.98,-3.0,-0.4,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174121,1463931884273,,,,,,,0.01,0.09,0.98,-3.0,-0.4,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174141,1463931884294,,,,,,,0.01,0.09,0.98,-3.0,-0.5,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174161,1463931884314,,,,,,,0.01,0.09,0.97,-3.0,-0.5,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174181,1463931884334,,,,,,,0.01,0.1,0.97,-3.0,-0.4,0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174201,1463931884355,0.07,147,181,23,177,,0.01,0.1,0.97,-3.0,-0.3,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2174221,1463931884375,,,,,,,0.01,0.09,0.97,-3.0,-0.3,-0.1,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174241,1463931884396,,,,,,,0.01,0.09,0.98,-3.0,-0.2,-0.1,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174261,1463931884416,,,,,,,0.01,0.1,0.97,-3.0,-0.3,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174281,1463931884437,,,,,,,0.01,0.09,0.97,-3.0,-0.4,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174301,1463931884457,,,,24,,,0.01,0.1,0.97,-3.0,-0.4,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174321,1463931884477,,,,,,,0.02,0.1,0.97,-3.0,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174341,1463931884497,,,,,,,0.02,0.1,0.97,-3.1,-0.3,0.0,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174361,1463931884518,,,,,,,0.02,0.1,0.97,-3.0,-0.2,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174381,1463931884538,,,,,,,0.01,0.1,0.98,-3.1,-0.1,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174401,1463931884559,0.078,147,181,24,177,,0.02,0.1,0.98,-3.1,-0.2,-0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,0.0,0.0,0
2174421,1463931884579,,,,,,,0.02,0.09,0.98,-3.0,-0.3,-0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174441,1463931884599,,,,,,,0.01,0.1,0.98,-3.0,-0.4,-0.1,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174461,1463931884619,,,,,,,0.01,0.1,0.98,-3.1,-0.3,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174481,1463931884640,,,,,,,0.02,0.1,0.97,-3.1,-0.2,0.0,700,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174501,1463931884660,,,,25,,,0.01,0.08,0.98,-3.0,-0.2,-0.1,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174521,1463931884680,,,,,,,0.01,0.09,0.98,-3.0,-0.2,-0.1,720,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174541,1463931884700,,,,,,,0.01,0.08,0.98,-3.0,-0.2,-0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174561,1463931884720,,,,,,,0.01,0.09,0.98,-3.0,-0.2,-0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
2174581,1463931884741,,,,,,,0.01,0.09,0.98,-3.0,-0.3,-0.0,680,0,39.53965,-122.331352,0.0,0.745,301.7,9,3,1.8,0,0.0,-1,0.0,,0.0,0
